C:\Users\Joel-Desktop\PycharmProjects\ANN_derivatives_TO\ANN_derivatives_TO\venv\Scripts\python.exe "C:/Program Files/JetBrains/PyCharm 2022.2.3/plugins/python/helpers/pydev/pydevconsole.py" --mode=client --host=127.0.0.1 --port=52004 
import sys; print('Python %s on %s' % (sys.version, sys.platform))
sys.path.extend(['C:\\Users\\Joel-Desktop\\PycharmProjects\\ANN_derivatives_TO\\ANN_derivatives_TO'])
Python 3.9.13 (tags/v3.9.13:6de2ca5, May 17 2022, 16:36:42) [MSC v.1929 64 bit (AMD64)]
Type 'copyright', 'credits' or 'license' for more information
IPython 8.14.0 -- An enhanced Interactive Python. Type '?' for help.
PyDev console: using IPython 8.14.0
Python 3.9.13 (tags/v3.9.13:6de2ca5, May 17 2022, 16:36:42) [MSC v.1929 64 bit (AMD64)] on win32
runfile('C:\\Users\\Joel-Desktop\\PycharmProjects\\ANN_derivatives_TO\\ANN_derivatives_TO\\Run_SIMPTO_ANN.py', wdir='C:\\Users\\Joel-Desktop\\PycharmProjects\\ANN_derivatives_TO\\ANN_derivatives_TO')
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|   8   |   8   |  77   | +1.8787e+02 | 1.42e+02 | 7.52e-02 | 1.11e-16 | 1.00e+00 |  1.00e-01   |   2   |
|   9   |   9   |  105  | +1.8247e+02 | 1.42e+02 | 7.25e-02 | 0.00e+00 | 1.00e+00 |  1.00e-01   |   4   |
|  10   |  11   |  158  | +1.8247e+02 | 1.42e+01 | 7.25e-02 | 0.00e+00 | 1.00e+00 |  1.00e-01   |   2   |
|  11   |  12   |  187  | +1.8247e+02 | 1.42e+00 | 7.25e-02 | 0.00e+00 | 1.00e+00 |  1.00e-01   |   2   |
|  12   |  13   |  193  | +1.7907e+02 | 9.97e+00 | 6.37e-02 | 0.00e+00 | 1.00e+00 |  1.00e-01   |   2   |
|  13   |  14   |  225  | +1.7439e+02 | 6.98e+01 | 4.11e-02 | 2.78e-16 | 1.00e+00 |  1.00e-01   |   2   |
|  14   |  15   |  281  | +1.7050e+02 | 1.36e+02 | 3.92e-02 | 1.67e-16 | 1.00e+00 |  1.00e-01   |   4   |
|  15   |  16   |  306  | +1.6928e+02 | 1.36e+02 | 4.51e-02 | 1.11e-16 | 1.00e+00 |  1.00e-01   |   4   |
|  16   |  17   |  323  | +1.6730e+02 | 1.36e+02 | 3.57e-02 | 1.67e-16 | 1.00e+00 |  1.00e-01   |   4   |
|  17   |  18   |  342  | +1.6557e+02 | 1.36e+02 | 3.01e-02 | 1.11e-16 | 1.00e+00 |  1.00e-01   |   4   |
|  18   |  19   |  361  | +1.6484e+02 | 1.36e+02 | 3.70e-02 | 2.78e-16 | 1.00e+00 |  1.00e-01   |   4   |
|  19   |  20   |  388  | +1.6444e+02 | 1.36e+02 | 2.93e-02 | 3.89e-16 | 1.00e+00 |  1.00e-01   |   4   |
|  20   |  21   |  407  | +1.6322e+02 | 1.36e+02 | 1.86e-02 | 2.78e-16 | 1.00e+00 |  1.00e-01   |   4   |
|  21   |  21   |  407  | +1.6322e+02 | 6.79e+02 | 2.43e-02 | 2.78e-16 | 1.00e+00 |  2.00e-02   |   0   |
|  22   |  22   |  433  | +1.5332e+02 | 6.79e+02 | 2.47e-02 | 3.33e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  23   |  23   |  475  | +1.4837e+02 | 6.79e+02 | 2.68e-02 | 4.44e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  24   |  24   |  820  | +1.4685e+02 | 6.79e+02 | 2.78e-02 | 3.89e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  25   |  25   |  857  | +1.4472e+02 | 6.79e+02 | 2.79e-02 | 3.89e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  26   |  26   |  896  | +1.4381e+02 | 6.79e+02 | 2.70e-02 | 5.00e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  27   |  27   |  955  | +1.4276e+02 | 6.79e+02 | 2.55e-02 | 3.89e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  28   |  28   | 1161  | +1.4232e+02 | 6.79e+02 | 2.38e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  29   |  29   | 1361  | +1.4157e+02 | 6.79e+02 | 2.24e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  30   |  30   | 1396  | +1.4024e+02 | 6.79e+02 | 2.01e-02 | 9.44e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  31   |  31   | 1437  | +1.3934e+02 | 6.79e+02 | 2.35e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  32   |  32   | 1486  | +1.3838e+02 | 6.79e+02 | 4.73e-02 | 8.33e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  33   |  33   | 1539  | +1.3735e+02 | 6.79e+02 | 6.15e-02 | 8.88e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  34   |  34   | 1578  | +1.3638e+02 | 6.79e+02 | 4.18e-02 | 8.33e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  35   |  35   | 1616  | +1.3555e+02 | 6.79e+02 | 1.46e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  36   |  36   | 1773  | +1.3471e+02 | 6.79e+02 | 1.39e-02 | 8.33e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  37   |  37   | 1925  | +1.3403e+02 | 6.79e+02 | 1.30e-02 | 3.33e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  38   |  38   | 1960  | +1.3348e+02 | 6.79e+02 | 1.24e-02 | 3.89e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  39   |  39   | 2014  | +1.3264e+02 | 6.79e+02 | 1.23e-02 | 4.44e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  40   |  40   | 2060  | +1.3178e+02 | 6.79e+02 | 1.38e-02 | 4.44e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  41   |  41   | 2105  | +1.3109e+02 | 6.79e+02 | 1.45e-02 | 5.00e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  42   |  42   | 2151  | +1.3017e+02 | 6.79e+02 | 1.41e-02 | 5.00e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  43   |  43   | 2192  | +1.2947e+02 | 6.79e+02 | 1.35e-02 | 3.89e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  44   |  44   | 2231  | +1.2915e+02 | 6.79e+02 | 1.39e-02 | 4.44e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  45   |  45   | 2269  | +1.2857e+02 | 6.79e+02 | 1.49e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  46   |  46   | 2307  | +1.2774e+02 | 6.79e+02 | 1.50e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  47   |  47   | 2345  | +1.2713e+02 | 6.79e+02 | 1.37e-02 | 5.55e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  48   |  48   | 2380  | +1.2668e+02 | 6.79e+02 | 1.18e-02 | 5.55e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  49   |  49   | 2420  | +1.2644e+02 | 6.79e+02 | 1.10e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  50   |  50   | 2458  | +1.2569e+02 | 6.79e+02 | 1.02e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  51   |  51   | 2488  | +1.2521e+02 | 6.79e+02 | 9.65e-03 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  52   |  52   | 2529  | +1.2497e+02 | 6.79e+02 | 8.37e-03 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  53   |  53   | 2570  | +1.2438e+02 | 6.79e+02 | 7.82e-03 | 8.33e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  54   |  54   | 2604  | +1.2396e+02 | 6.79e+02 | 7.83e-03 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  55   |  55   | 2638  | +1.2329e+02 | 6.79e+02 | 7.76e-03 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  56   |  56   | 2669  | +1.2289e+02 | 6.79e+02 | 8.09e-03 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  57   |  57   | 2706  | +1.2257e+02 | 6.79e+02 | 8.93e-03 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  58   |  58   | 2734  | +1.2215e+02 | 6.79e+02 | 9.60e-03 | 5.55e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  59   |  59   | 2769  | +1.2175e+02 | 6.79e+02 | 1.02e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  60   |  60   | 2801  | +1.2138e+02 | 6.79e+02 | 1.07e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  61   |  61   | 2840  | +1.2119e+02 | 6.79e+02 | 1.15e-02 | 8.33e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  62   |  62   | 2869  | +1.2122e+02 | 6.79e+02 | 1.21e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  63   |  63   | 2903  | +1.2078e+02 | 6.79e+02 | 1.25e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  64   |  64   | 2932  | +1.2015e+02 | 6.79e+02 | 1.27e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  65   |  65   | 2962  | +1.1968e+02 | 6.79e+02 | 1.30e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  66   |  66   | 2997  | +1.1964e+02 | 6.79e+02 | 1.35e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  67   |  67   | 3028  | +1.1947e+02 | 6.79e+02 | 1.44e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  68   |  68   | 3059  | +1.1918e+02 | 6.79e+02 | 1.50e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  69   |  69   | 3088  | +1.1893e+02 | 6.79e+02 | 1.56e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  70   |  70   | 3117  | +1.1880e+02 | 6.79e+02 | 1.61e-02 | 8.33e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  71   |  71   | 3146  | +1.1859e+02 | 6.79e+02 | 1.71e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  72   |  72   | 3174  | +1.1832e+02 | 6.79e+02 | 1.78e-02 | 8.33e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  73   |  73   | 3199  | +1.1818e+02 | 6.79e+02 | 1.82e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  74   |  74   | 3227  | +1.1807e+02 | 6.79e+02 | 1.87e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  75   |  75   | 3258  | +1.1796e+02 | 6.79e+02 | 1.94e-02 | 5.55e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  76   |  76   | 3285  | +1.1781e+02 | 6.79e+02 | 2.03e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  77   |  77   | 3312  | +1.1774e+02 | 6.79e+02 | 2.09e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  78   |  78   | 3344  | +1.1764e+02 | 6.79e+02 | 2.17e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  79   |  79   | 3369  | +1.1747e+02 | 6.79e+02 | 2.22e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  80   |  80   | 3397  | +1.1727e+02 | 6.79e+02 | 2.26e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  81   |  81   | 3424  | +1.1711e+02 | 6.79e+02 | 2.31e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  82   |  82   | 3451  | +1.1710e+02 | 6.79e+02 | 2.37e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  83   |  83   | 3476  | +1.1708e+02 | 6.79e+02 | 2.43e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  84   |  84   | 3505  | +1.1698e+02 | 6.79e+02 | 2.49e-02 | 5.55e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  85   |  85   | 3529  | +1.1684e+02 | 6.79e+02 | 2.52e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  86   |  86   | 3555  | +1.1665e+02 | 6.79e+02 | 2.57e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  87   |  87   | 3579  | +1.1652e+02 | 6.79e+02 | 2.62e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  88   |  88   | 3605  | +1.1635e+02 | 6.79e+02 | 2.67e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  89   |  89   | 3630  | +1.1634e+02 | 6.79e+02 | 2.69e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  90   |  90   | 3656  | +1.1634e+02 | 6.79e+02 | 2.73e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  91   |  91   | 3682  | +1.1630e+02 | 6.79e+02 | 2.79e-02 | 8.88e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  92   |  92   | 3701  | +1.1628e+02 | 6.79e+02 | 2.83e-02 | 5.55e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  93   |  93   | 3721  | +1.1632e+02 | 6.79e+02 | 2.87e-02 | 5.00e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  94   |  94   | 3740  | +1.1619e+02 | 6.79e+02 | 2.90e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  95   |  95   | 3762  | +1.1603e+02 | 6.79e+02 | 2.93e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  96   |  96   | 3780  | +1.1596e+02 | 6.79e+02 | 2.94e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  97   |  97   | 3795  | +1.1593e+02 | 6.79e+02 | 2.95e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  98   |  98   | 3820  | +1.1581e+02 | 6.79e+02 | 2.94e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  99   |  99   | 3837  | +1.1566e+02 | 6.79e+02 | 2.93e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  100  |  100  | 3862  | +1.1536e+02 | 6.79e+02 | 2.92e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  101  |  101  | 3882  | +1.1527e+02 | 6.79e+02 | 2.93e-02 | 5.55e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  102  |  102  | 3902  | +1.1518e+02 | 6.79e+02 | 2.95e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  103  |  103  | 3922  | +1.1510e+02 | 6.79e+02 | 2.95e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  104  |  104  | 3942  | +1.1501e+02 | 6.79e+02 | 2.92e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  105  |  105  | 3963  | +1.1490e+02 | 6.79e+02 | 2.86e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  106  |  106  | 3980  | +1.1484e+02 | 6.79e+02 | 2.84e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  107  |  107  | 4004  | +1.1457e+02 | 6.79e+02 | 2.79e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  108  |  108  | 4023  | +1.1441e+02 | 6.79e+02 | 2.77e-02 | 5.55e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  109  |  109  | 4041  | +1.1430e+02 | 6.79e+02 | 2.76e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  110  |  110  | 4051  | +1.1426e+02 | 6.79e+02 | 2.76e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  111  |  111  | 4061  | +1.1422e+02 | 6.79e+02 | 2.75e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  112  |  112  | 4071  | +1.1419e+02 | 6.79e+02 | 2.75e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  113  |  113  | 4081  | +1.1415e+02 | 6.79e+02 | 2.74e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  114  |  114  | 4091  | +1.1412e+02 | 6.79e+02 | 2.74e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  115  |  115  | 4100  | +1.1409e+02 | 6.79e+02 | 2.73e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  116  |  116  | 4110  | +1.1406e+02 | 6.79e+02 | 2.73e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  117  |  117  | 4115  | +1.1405e+02 | 6.79e+02 | 2.72e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  118  |  118  | 4147  | +1.1377e+02 | 6.79e+02 | 2.68e-02 | 5.55e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  119  |  119  | 4164  | +1.1359e+02 | 6.79e+02 | 2.64e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  120  |  120  | 4179  | +1.1340e+02 | 6.79e+02 | 2.61e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  121  |  121  | 4194  | +1.1324e+02 | 6.79e+02 | 2.58e-02 | 5.55e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  122  |  122  | 4209  | +1.1313e+02 | 6.79e+02 | 2.56e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  123  |  123  | 4214  | +1.1312e+02 | 6.79e+02 | 2.56e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  124  |  124  | 4244  | +1.1279e+02 | 6.79e+02 | 2.51e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  125  |  125  | 4266  | +1.1254e+02 | 6.79e+02 | 2.46e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  126  |  126  | 4286  | +1.1242e+02 | 6.79e+02 | 2.41e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  127  |  127  | 4304  | +1.1221e+02 | 6.79e+02 | 2.34e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  128  |  128  | 4318  | +1.1206e+02 | 6.79e+02 | 2.30e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  129  |  129  | 4333  | +1.1195e+02 | 6.79e+02 | 2.26e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  130  |  130  | 4354  | +1.1187e+02 | 6.79e+02 | 2.22e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  131  |  131  | 4377  | +1.1186e+02 | 6.79e+02 | 2.20e-02 | 8.33e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  132  |  132  | 4396  | +1.1180e+02 | 6.79e+02 | 2.19e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  133  |  133  | 4413  | +1.1174e+02 | 6.79e+02 | 2.17e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  134  |  134  | 4428  | +1.1167e+02 | 6.79e+02 | 2.15e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  135  |  135  | 4445  | +1.1160e+02 | 6.79e+02 | 2.13e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  136  |  136  | 4455  | +1.1155e+02 | 6.79e+02 | 2.12e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  137  |  137  | 4465  | +1.1149e+02 | 6.79e+02 | 2.11e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  138  |  138  | 4475  | +1.1143e+02 | 6.79e+02 | 2.09e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  139  |  139  | 4492  | +1.1135e+02 | 6.79e+02 | 2.07e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  140  |  140  | 4499  | +1.1131e+02 | 6.79e+02 | 2.06e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  141  |  141  | 4506  | +1.1126e+02 | 6.79e+02 | 2.05e-02 | 8.88e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  142  |  142  | 4516  | +1.1121e+02 | 6.79e+02 | 2.04e-02 | 8.33e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  143  |  143  | 4526  | +1.1116e+02 | 6.79e+02 | 2.03e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  144  |  144  | 4536  | +1.1111e+02 | 6.79e+02 | 2.01e-02 | 5.55e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  145  |  145  | 4546  | +1.1106e+02 | 6.79e+02 | 2.00e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  146  |  146  | 4556  | +1.1101e+02 | 6.79e+02 | 1.99e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  147  |  147  | 4566  | +1.1096e+02 | 6.79e+02 | 1.98e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  148  |  148  | 4573  | +1.1093e+02 | 6.79e+02 | 1.97e-02 | 8.33e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  149  |  149  | 4583  | +1.1088e+02 | 6.79e+02 | 1.96e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  150  |  150  | 4590  | +1.1084e+02 | 6.79e+02 | 1.95e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  151  |  151  | 4597  | +1.1080e+02 | 6.79e+02 | 1.94e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  152  |  152  | 4614  | +1.1072e+02 | 6.79e+02 | 1.92e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  153  |  153  | 4620  | +1.1069e+02 | 6.79e+02 | 1.91e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  154  |  154  | 4626  | +1.1066e+02 | 6.79e+02 | 1.91e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  155  |  155  | 4632  | +1.1064e+02 | 6.79e+02 | 1.90e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  156  |  156  | 4638  | +1.1061e+02 | 6.79e+02 | 1.89e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  157  |  157  | 4644  | +1.1058e+02 | 6.79e+02 | 1.89e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  158  |  158  | 4650  | +1.1055e+02 | 6.79e+02 | 1.88e-02 | 5.55e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  159  |  159  | 4656  | +1.1053e+02 | 6.79e+02 | 1.87e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  160  |  160  | 4662  | +1.1050e+02 | 6.79e+02 | 1.87e-02 | 8.88e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  161  |  161  | 4668  | +1.1048e+02 | 6.79e+02 | 1.86e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  162  |  162  | 4674  | +1.1045e+02 | 6.79e+02 | 1.85e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  163  |  163  | 4680  | +1.1042e+02 | 6.79e+02 | 1.85e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  164  |  164  | 4686  | +1.1040e+02 | 6.79e+02 | 1.84e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  165  |  165  | 4692  | +1.1037e+02 | 6.79e+02 | 1.84e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  166  |  166  | 4698  | +1.1035e+02 | 6.79e+02 | 1.83e-02 | 7.77e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  167  |  167  | 4704  | +1.1032e+02 | 6.79e+02 | 1.82e-02 | 7.22e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  168  |  168  | 4710  | +1.1030e+02 | 6.79e+02 | 1.82e-02 | 5.55e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  169  |  169  | 4716  | +1.1028e+02 | 6.79e+02 | 1.81e-02 | 8.33e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  170  |  170  | 4722  | +1.1025e+02 | 6.79e+02 | 1.81e-02 | 6.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
